"split","sample_id","state","county","centroid","correlation","days_between","path"
"train","NA5120_E1336N0640__m_3611338_se_12_060_20211019","Arizona","Mohave","POINT (-113.256998 36.41137)","0.91635439978953","0","data/train/NA5120_E1336N0640__m_3611338_se_12_060_20211019.npz"
"train","NA5120_E1338N0591__m_3411251_ne_12_060_20211114","Arizona","Yavapai","POINT (-112.660985 34.222273)","0.8879447528924708","1","data/train/NA5120_E1338N0591__m_3411251_ne_12_060_20211114.npz"
"train","NA5120_E1353N0577__m_3311119_nw_12_060_20190614","Arizona","Maricopa","POINT (-111.728331 33.717589)","0.937748465124547","0","data/train/NA5120_E1353N0577__m_3311119_nw_12_060_20190614.npz"
"train","NA5120_E1354N0590__m_3411142_ne_12_060_20211014","Arizona","Yavapai","POINT (-111.790051 34.313798)","0.8658789229084922","0","data/train/NA5120_E1354N0590__m_3411142_ne_12_060_20211014.npz"
"train","NA5120_E1367N0641__m_3611120_ne_12_060_20211015","Arizona","Coconino","POINT (-111.544208 36.727378)","0.9329954491329442","1","data/train/NA5120_E1367N0641__m_3611120_ne_12_060_20211015.npz"
"train","NA5120_E1369N0549__m_3211027_ne_12_060_20211030","Arizona","Pinal","POINT (-110.643752 32.575283)","0.9520497739405622","-1","data/train/NA5120_E1369N0549__m_3211027_ne_12_060_20211030.npz"
"train","NA5120_E1369N0644__m_3611105_sw_12_060_20211015","Arizona","Coconino","POINT (-111.460535 36.87949)","0.8803776510189032","1","data/train/NA5120_E1369N0644__m_3611105_sw_12_060_20211015.npz"
"train","NA5120_E1371N0882__m_4711431_ne_11_060_20210902","Montana","Lake","POINT (-114.145099 47.599055)","0.942954081266138","-1","data/train/NA5120_E1371N0882__m_4711431_ne_11_060_20210902.npz"
"train","NA5120_E1381N0830__m_4511234_se_12_060_20210927","Montana","Beaverhead","POINT (-112.777494 45.368235)","0.9005454446864398","0","data/train/NA5120_E1381N0830__m_4511234_se_12_060_20210927.npz"
"train","NA5120_E1384N0825__m_4511252_se_12_060_20210927","Montana","Beaverhead","POINT (-112.522822 45.171332)","0.9234587189464248","0","data/train/NA5120_E1384N0825__m_4511252_se_12_060_20210927.npz"
"train","NA5120_E1388N0631__m_3611038_ne_12_060_20211020","Arizona","Navajo","POINT (-110.284109 36.439788)","0.9827992488374367","-1","data/train/NA5120_E1388N0631__m_3611038_ne_12_060_20211020.npz"
"train","NA5120_E1390N0828__m_4511247_ne_12_060_20210927","Montana","Madison","POINT (-112.17689 45.360621)","0.9526858385228112","0","data/train/NA5120_E1390N0828__m_4511247_ne_12_060_20210927.npz"
"train","NA5120_E1391N0847__m_4611254_nw_12_060_20210628","Montana","Jefferson","POINT (-112.350136 46.224191)","0.9476926735213912","-1","data/train/NA5120_E1391N0847__m_4611254_nw_12_060_20210628.npz"
"train","NA5120_E1394N0566__m_3310929_sw_12_060_20211029","Arizona","Greenlee","POINT (-109.442826 33.529062)","0.8829515341539287","1","data/train/NA5120_E1394N0566__m_3310929_sw_12_060_20211029.npz"
"train","NA5120_E1398N0815__m_4411112_ne_12_060_20210917","Montana","Madison","POINT (-111.511805 44.845013)","0.8928391709392732","0","data/train/NA5120_E1398N0815__m_4411112_ne_12_060_20210917.npz"
"train","NA5120_E1406N0613__m_3510915_se_12_060_20190705","Arizona","Apache","POINT (-109.140618 35.750581)","0.917021236281779","1","data/train/NA5120_E1406N0613__m_3510915_se_12_060_20190705.npz"
"train","NA5120_E1417N0901__m_4811106_sw_12_060_20210703","Montana","Toole","POINT (-111.304957 48.884586)","0.9331450080464994","1","data/train/NA5120_E1417N0901__m_4811106_sw_12_060_20210703.npz"
"train","NA5120_E1421N0849__m_4611029_ne_12_060_20210830","Montana","Meagher","POINT (-110.41357 46.57004)","0.9225310094829718","0","data/train/NA5120_E1421N0849__m_4611029_ne_12_060_20210830.npz"
"train","NA5120_E1433N0721__m_4010813_nw_12_060_20210811","Colorado","Moffat","POINT (-108.437736 40.847623)","0.9750487759717316","-1","data/train/NA5120_E1433N0721__m_4010813_nw_12_060_20210811.npz"
"train","NA5120_E1435N0690__m_3910840_nw_12_060_20190828","Colorado","Garfield","POINT (-108.076256 39.448269)","0.9622726787999294","0","data/train/NA5120_E1435N0690__m_3910840_nw_12_060_20190828.npz"
"train","NA5120_E1437N0892__m_4810918_sw_12_060_20210703","Montana","Hill","POINT (-109.825615 48.640244)","0.9002387246066392","-1","data/train/NA5120_E1437N0892__m_4810918_sw_12_060_20210703.npz"
"train","NA5120_E1445N0875__m_4710908_sw_12_060_20210615","Montana","Blaine","POINT (-109.095667 47.929174)","0.9096002592222342","-1","data/train/NA5120_E1445N0875__m_4710908_sw_12_060_20210615.npz"
"train","NA5120_E1451N0696__m_3910715_ne_13_060_20190922","Colorado","Garfield","POINT (-107.180804 39.818738)","0.9236399498497472","0","data/train/NA5120_E1451N0696__m_3910715_ne_13_060_20190922.npz"
"train","NA5120_E1451N0895__m_4810801_se_12_060_20210701","Montana","Blaine","POINT (-108.8965 48.879373)","0.9011187245663","0","data/train/NA5120_E1451N0895__m_4810801_se_12_060_20210701.npz"
"train","NA5120_E1461N0637__m_3710655_sw_13_060_20190909","Colorado","Conejos","POINT (-106.223258 37.175737)","0.8932323381281858","0","data/train/NA5120_E1461N0637__m_3710655_sw_13_060_20190909.npz"
"train","NA5120_E1484N0690__m_3910523_nw_13_060_20210727","Colorado","Jefferson","POINT (-105.197738 39.715592)","0.884139470566915","0","data/train/NA5120_E1484N0690__m_3910523_nw_13_060_20210727.npz"
"train","NA5120_E1484N0694__m_3910507_sw_13_060_20210727","Colorado","Jefferson","POINT (-105.220064 39.898907)","0.9559853400213296","0","data/train/NA5120_E1484N0694__m_3910507_sw_13_060_20210727.npz"
"train","NA5120_E1484N0697__m_4010563_sw_13_060_20190919","Colorado","Boulder","POINT (-105.236921 40.036384)","0.8820476636900489","0","data/train/NA5120_E1484N0697__m_4010563_sw_13_060_20190919.npz"
"train","NA5120_E1488N0667__m_3810418_sw_13_060_20190908","Colorado","El Paso","POINT (-104.840409 38.679006)","0.874044541593348","-1","data/train/NA5120_E1488N0667__m_3810418_sw_13_060_20190908.npz"
"train","NA5120_E1488N0677__m_3910449_se_13_060_20210915","Colorado","Douglas","POINT (-104.892519 39.13763)","0.8915967400596065","0","data/train/NA5120_E1488N0677__m_3910449_se_13_060_20210915.npz"
"train","NA5120_E1490N0669__m_3810411_sw_13_060_20190908","Colorado","El Paso","POINT (-104.73444 38.779419)","0.9199160142824616","-1","data/train/NA5120_E1490N0669__m_3810411_sw_13_060_20190908.npz"
"train","NA5120_E1490N0861__m_4710525_ne_13_060_20190720","Montana","McCone","POINT (-105.926999 47.570528)","0.9330459089826396","1","data/train/NA5120_E1490N0861__m_4710525_ne_13_060_20190720.npz"
"train","NA5120_E1496N0870__m_4810560_sw_13_060_20210613","Montana","McCone","POINT (-105.586819 48.012566)","0.9203385905908597","0","data/train/NA5120_E1496N0870__m_4810560_sw_13_060_20210613.npz"
"train","NA5120_E1497N0809__m_4510556_nw_13_060_20190819","Montana","Powder River","POINT (-105.10329 45.226729)","0.933297358466823","1","data/train/NA5120_E1497N0809__m_4510556_nw_13_060_20190819.npz"
"train","NA5120_E1507N0631__m_3710360_nw_13_060_20190921","Colorado","Las Animas","POINT (-103.582775 37.101605)","0.9033178485666388","0","data/train/NA5120_E1507N0631__m_3710360_nw_13_060_20190921.npz"
"train","NA5120_E1512N0477__m_3010258_se_13_060_20220910","Texas","Brewster","POINT (-102.771102 30.03182)","0.9246032813583752","1","data/train/NA5120_E1512N0477__m_3010258_se_13_060_20220910.npz"
"train","NA5120_E1518N0870__m_4810464_nw_13_060_20210613","Montana","Roosevelt","POINT (-104.084016 48.112781)","0.9227186038067366","0","data/train/NA5120_E1518N0870__m_4810464_nw_13_060_20210613.npz"
"train","NA5120_E1521N0815__m_4510328_nw_13_060_20210918","South Dakota","Harding","POINT (-103.57778 45.602517)","0.9281648078183188","0","data/train/NA5120_E1521N0815__m_4510328_nw_13_060_20210918.npz"
"train","NA5120_E1528N0867__m_4810361_se_13_060_20220804","North Dakota","McKenzie","POINT (-103.383002 48.013958)","0.9628204960831817","0","data/train/NA5120_E1528N0867__m_4810361_se_13_060_20220804.npz"
"train","NA5120_E1529N0862__m_4710314_se_13_060_20210924","North Dakota","McKenzie","POINT (-103.288383 47.788207)","0.9168441873610352","1","data/train/NA5120_E1529N0862__m_4710314_se_13_060_20210924.npz"
"train","NA5120_E1535N0836__m_4610226_ne_13_060_20200627","North Dakota","Hettinger","POINT (-102.757127 46.615329)","0.8997656916072416","0","data/train/NA5120_E1535N0836__m_4610226_ne_13_060_20200627.npz"
"train","NA5120_E1537N0552__m_3310127_ne_14_060_20200907","Texas","Lubbock","POINT (-101.658357 33.555319)","0.9496158368889008","0","data/train/NA5120_E1537N0552__m_3310127_ne_14_060_20200907.npz"
"train","NA5120_E1537N0878__m_4810226_sw_13_060_20210928","North Dakota","Mountrail","POINT (-102.8207 48.550053)","0.8761230805459519","0","data/train/NA5120_E1537N0878__m_4810226_sw_13_060_20210928.npz"
"train","NA5120_E1538N0610__m_3610150_ne_14_060_20220901","Texas","Sherman","POINT (-101.759313 36.229832)","0.9143675009295614","-1","data/train/NA5120_E1538N0610__m_3610150_ne_14_060_20220901.npz"
"train","NA5120_E1539N0520__m_3210161_nw_14_060_20220924","Texas","Glasscock","POINT (-101.472156 32.08508)","0.9522288551904032","0","data/train/NA5120_E1539N0520__m_3210161_nw_14_060_20220924.npz"
"train","NA5120_E1539N0554__m_3310120_se_14_060_20200925","Texas","Crosby","POINT (-101.555121 33.652261)","0.8900149510361967","1","data/train/NA5120_E1539N0554__m_3310120_se_14_060_20200925.npz"
"train","NA5120_E1540N0556__m_3310120_ne_14_060_20200925","Texas","Crosby","POINT (-101.505891 33.746777)","0.9362308569803602","1","data/train/NA5120_E1540N0556__m_3310120_ne_14_060_20200925.npz"
"train","NA5120_E1541N0830__m_4610246_nw_13_060_20210927","North Dakota","Hettinger","POINT (-102.332226 46.358419)","0.91363125157269","-1","data/train/NA5120_E1541N0830__m_4610246_nw_13_060_20210927.npz"
"train","NA5120_E1541N0850__m_4710245_se_13_060_20210927","North Dakota","Dunn","POINT (-102.417775 47.277156)","0.9352241352671244","-1","data/train/NA5120_E1541N0850__m_4710245_se_13_060_20210927.npz"
"train","NA5120_E1544N0593__m_3510137_ne_14_060_20220902","Texas","Carson","POINT (-101.378847 35.46103)","0.8952183482471299","0","data/train/NA5120_E1544N0593__m_3510137_ne_14_060_20220902.npz"
"train","NA5120_E1544N0840__m_4610215_ne_13_060_20200627","North Dakota","Stark","POINT (-102.173918 46.826672)","0.8924111381942624","0","data/train/NA5120_E1544N0840__m_4610215_ne_13_060_20200627.npz"
"train","NA5120_E1546N0864__m_4710207_ne_13_060_20210927","North Dakota","Mountrail","POINT (-102.138375 47.93506)","0.8859733405640331","-1","data/train/NA5120_E1546N0864__m_4710207_ne_13_060_20210927.npz"
"train","NA5120_E1553N0517__m_3110003_nw_14_060_20220805","Texas","Coke","POINT (-100.722785 31.975784)","0.9192269256887496","0","data/train/NA5120_E1553N0517__m_3110003_nw_14_060_20220805.npz"
"train","NA5120_E1553N0773__m_4310114_sw_14_060_20210917","South Dakota","Jackson","POINT (-101.348514 43.76962)","0.8994346641844088","0","data/train/NA5120_E1553N0773__m_4310114_sw_14_060_20210917.npz"
"train","NA5120_E1553N0840__m_4610112_nw_14_060_20220729","North Dakota","Morton","POINT (-101.571691 46.851002)","0.9112799167826936","-1","data/train/NA5120_E1553N0840__m_4610112_nw_14_060_20220729.npz"
"train","NA5120_E1553N0852__m_4710135_se_14_060_20190729","North Dakota","Mercer","POINT (-101.615183 47.402636)","0.8670154469152902","1","data/train/NA5120_E1553N0852__m_4710135_se_14_060_20190729.npz"
"train","NA5120_E1554N0761__m_4310154_ne_14_060_20210917","South Dakota","Bennett","POINT (-101.24906 43.219783)","0.934925001269772","0","data/train/NA5120_E1554N0761__m_4310154_ne_14_060_20210917.npz"
"train","NA5120_E1557N0524__m_3210044_ne_14_060_20220725","Texas","Nolan","POINT (-100.523222 32.305891)","0.9340994898987194","-1","data/train/NA5120_E1557N0524__m_3210044_ne_14_060_20220725.npz"
"train","NA5120_E1559N0863__m_4710106_se_14_060_20220809","North Dakota","Ward","POINT (-101.246015 47.922959)","0.915439995966846","0","data/train/NA5120_E1559N0863__m_4710106_se_14_060_20220809.npz"
"train","NA5120_E1562N0602__m_3510005_se_14_060_20220909","Texas","Hemphill","POINT (-100.395102 35.911665)","0.889902138305329","0","data/train/NA5120_E1562N0602__m_3510005_se_14_060_20220909.npz"
"train","NA5120_E1565N0536__m_3210007_se_14_060_20220903","Texas","Jones","POINT (-100.115874 32.872533)","0.896661423543475","-1","data/train/NA5120_E1565N0536__m_3210007_se_14_060_20220903.npz"
"train","NA5120_E1566N0843__m_4710059_sw_14_060_20211005","North Dakota","Burleigh","POINT (-100.709379 47.018247)","0.9588831603221706","0","data/train/NA5120_E1566N0843__m_4710059_sw_14_060_20211005.npz"
"train","NA5120_E1576N0451__m_2809905_ne_14_060_20200424","Texas","Zavala","POINT (-99.427898 28.963433)","0.94300437368249","0","data/train/NA5120_E1576N0451__m_2809905_ne_14_060_20200424.npz"
"train","NA5120_E1576N0546__m_3309944_ne_14_060_20220907","Texas","Haskell","POINT (-99.537755 33.348783)","0.8772407276135158","1","data/train/NA5120_E1576N0546__m_3309944_ne_14_060_20220907.npz"
"train","NA5120_E1581N0870__m_4809942_se_14_060_20211006","North Dakota","Benson","POINT (-99.755039 48.28603)","0.9666817829675588","1","data/train/NA5120_E1581N0870__m_4809942_se_14_060_20211006.npz"
"train","NA5120_E1582N0856__m_4709919_se_14_060_20210917","North Dakota","Wells","POINT (-99.658526 47.643084)","0.9426049894169156","0","data/train/NA5120_E1582N0856__m_4709919_se_14_060_20210917.npz"
"train","NA5120_E1586N0418__m_2709833_ne_14_060_20201031","Texas","Webb","POINT (-98.891529 27.448625)","0.8771267063316197","0","data/train/NA5120_E1586N0418__m_2709833_ne_14_060_20201031.npz"
"train","NA5120_E1587N0584__m_3509857_nw_14_060_20190625","Oklahoma","Kiowa","POINT (-98.978309 35.113479)","0.952745361486275","1","data/train/NA5120_E1587N0584__m_3509857_nw_14_060_20190625.npz"
"train","NA5120_E1590N0421__m_2709827_nw_14_060_20201031","Texas","Duval","POINT (-98.692546 27.590131)","0.9100649125828434","0","data/train/NA5120_E1590N0421__m_2709827_nw_14_060_20201031.npz"
"train","NA5120_E1591N0458__m_2909843_se_14_060_20220607","Texas","Bexar","POINT (-98.665543 29.299908)","0.9250317230952402","-1","data/train/NA5120_E1591N0458__m_2909843_se_14_060_20220607.npz"
"train","NA5120_E1591N0490__m_3009811_sw_14_060_20220607","Texas","Llano","POINT (-98.686898 30.777702)","0.9142054459186308","-1","data/train/NA5120_E1591N0490__m_3009811_sw_14_060_20220607.npz"
"train","NA5120_E1592N0784__m_4409841_ne_14_060_20210917","South Dakota","Hand","POINT (-98.889344 44.33855)","0.8762220987087017","0","data/train/NA5120_E1592N0784__m_4409841_ne_14_060_20210917.npz"
"train","NA5120_E1593N0867__m_4809849_se_14_060_20190714","North Dakota","Ramsey","POINT (-98.92394 48.161682)","0.8940331550490354","-1","data/train/NA5120_E1593N0867__m_4809849_se_14_060_20190714.npz"
"train","NA5120_E1595N0470__m_2909813_nw_14_060_20220607","Texas","Comal","POINT (-98.466698 29.856563)","0.9157626192725136","-1","data/train/NA5120_E1595N0470__m_2909813_nw_14_060_20220607.npz"
"train","NA5120_E1595N0588__m_3509844_se_14_060_20210906","Oklahoma","Caddo","POINT (-98.538159 35.303946)","0.8745210349012648","0","data/train/NA5120_E1595N0588__m_3509844_se_14_060_20210906.npz"
"train","NA5120_E1596N0782__m_4409843_se_14_060_20220801","South Dakota","Beadle","POINT (-98.631474 44.249494)","0.9265413579099124","1","data/train/NA5120_E1596N0782__m_4409843_se_14_060_20220801.npz"
"train","NA5120_E1601N0459__m_2909847_ne_14_060_20201115","Texas","Wilson","POINT (-98.152559 29.35127)","0.9259425542926528","0","data/train/NA5120_E1601N0459__m_2909847_ne_14_060_20201115.npz"
"train","NA5120_E1601N0885__m_4909861_se_14_060_20211017","North Dakota","Cavalier","POINT (-98.388443 48.996094)","0.9087453976938168","0","data/train/NA5120_E1601N0885__m_4909861_se_14_060_20211017.npz"
"train","NA5120_E1603N0426__m_2709816_ne_14_060_20220516","Texas","Jim Wells","POINT (-98.039977 27.827488)","0.91639981630713","0","data/train/NA5120_E1603N0426__m_2709816_ne_14_060_20220516.npz"
"train","NA5120_E1604N0390__m_2609749_sw_14_060_20220605","Texas","Hidalgo","POINT (-97.98033 26.16433)","0.8860212049215017","0","data/train/NA5120_E1604N0390__m_2609749_sw_14_060_20220605.npz"
"train","NA5120_E1606N0782__m_4409741_sw_14_060_20210813","South Dakota","Beadle","POINT (-97.99238 44.254458)","0.8880772237557842","0","data/train/NA5120_E1606N0782__m_4409741_sw_14_060_20210813.npz"
"train","NA5120_E1609N0403__m_2609711_sw_14_060_20201216","Texas","Kenedy","POINT (-97.734409 26.766074)","0.9382267518984984","-1","data/train/NA5120_E1609N0403__m_2609711_sw_14_060_20201216.npz"
"train","NA5120_E1609N0403__m_2609711_sw_14_060_20220605","Texas","Kenedy","POINT (-97.734409 26.766074)","0.9414151190091624","0","data/train/NA5120_E1609N0403__m_2609711_sw_14_060_20220605.npz"
"train","NA5120_E1610N0546__m_3309743_nw_14_060_20201007","Texas","Wise","POINT (-97.700204 33.370878)","0.883925516950129","1","data/train/NA5120_E1610N0546__m_3309743_nw_14_060_20201007.npz"
"train","NA5120_E1610N0844__m_4709758_ne_14_060_20190706","North Dakota","Barnes","POINT (-97.749537 47.111416)","0.9780612246908452","-1","data/train/NA5120_E1610N0844__m_4709758_ne_14_060_20190706.npz"
"train","NA5120_E1611N0592__m_3509727_se_14_060_20210529","Oklahoma","Oklahoma","POINT (-97.65046 35.49411)","0.9300784397303912","0","data/train/NA5120_E1611N0592__m_3509727_se_14_060_20210529.npz"
"train","NA5120_E1612N0832__m_4609728_nw_14_060_20220903","North Dakota","Ransom","POINT (-97.613578 46.558964)","0.9215567939655496","1","data/train/NA5120_E1612N0832__m_4609728_nw_14_060_20220903.npz"
"train","NA5120_E1614N0752__m_4209705_sw_14_060_20220830","South Dakota","Yankton","POINT (-97.481502 42.873124)","0.9253938820352244","0","data/train/NA5120_E1614N0752__m_4209705_sw_14_060_20220830.npz"
"train","NA5120_E1615N0489__m_3009721_ne_14_060_20220611","Texas","Williamson","POINT (-97.432259 30.73922)","0.9501836632591582","1","data/train/NA5120_E1615N0489__m_3009721_ne_14_060_20220611.npz"
"train","NA5120_E1615N0770__m_4309721_ne_14_060_20220731","South Dakota","McCook","POINT (-97.417937 43.702628)","0.8796232128619605","0","data/train/NA5120_E1615N0770__m_4309721_ne_14_060_20220731.npz"
"train","NA5120_E1615N0862__m_4709705_ne_14_060_20211005","North Dakota","Grand Forks","POINT (-97.411227 47.940585)","0.9098836556837724","1","data/train/NA5120_E1615N0862__m_4709705_ne_14_060_20211005.npz"
"train","NA5120_E1625N0783__m_4409642_se_14_060_20210829","South Dakota","Brookings","POINT (-96.777397 44.299199)","0.895443477863423","-1","data/train/NA5120_E1625N0783__m_4409642_se_14_060_20210829.npz"
"train","NA5120_E1627N0545__m_3309642_ne_14_060_20220704","Texas","Collin","POINT (-96.781687 33.322157)","0.940761412525592","-1","data/train/NA5120_E1627N0545__m_3309642_ne_14_060_20220704.npz"
"train","NA5120_E1631N0555__m_3309612_sw_14_060_20201102","Texas","Grayson","POINT (-96.559815 33.781816)","0.8915284463285247","0","data/train/NA5120_E1631N0555__m_3309612_sw_14_060_20201102.npz"
"train","NA5120_E1633N0537__m_3209605_nw_14_060_20220704","Texas","Rockwall","POINT (-96.462671 32.949811)","0.8819559406248723","-1","data/train/NA5120_E1633N0537__m_3209605_nw_14_060_20220704.npz"
"train","NA5120_E1634N0537__m_3209605_ne_14_060_20220704","Texas","Rockwall","POINT (-96.408919 32.949194)","0.9225458170450496","-1","data/train/NA5120_E1634N0537__m_3209605_ne_14_060_20220704.npz"
